step,mean_reward,valid_rate
3298,0.468730,0.679688
3299,0.468437,0.718750
3300,0.470283,0.710938
3301,0.470283,0.703125
3302,0.470230,0.734375
3303,0.470171,0.695312
3304,0.470158,0.726562
3305,0.470176,0.703125
3306,0.467877,0.734375
3307,0.470283,0.750000
3308,0.470124,0.718750
3309,0.470283,0.781250
3310,0.469829,0.757812
3311,0.470283,0.750000
3312,0.470283,0.757812
3313,0.470283,0.804688
3314,0.470283,0.781250
3315,0.468028,0.781250
3316,0.470283,0.765625
3317,0.470187,0.812500
3318,0.470283,0.812500
3319,0.470283,0.835938
3320,0.469924,0.843750
3321,0.470282,0.820312
3322,0.470234,0.796875
3323,0.470283,0.796875
3324,0.466435,0.875000
3325,0.469913,0.851562
3326,0.468953,0.828125
3327,0.469881,0.851562
3328,0.468767,0.851562
3329,0.470283,0.843750
3330,0.470274,0.796875
3331,0.469304,0.921875
3332,0.470283,0.796875
3333,0.469912,0.781250
3334,0.470191,0.843750
3335,0.470133,0.781250
3336,0.470283,0.812500
3337,0.470171,0.812500
3338,0.470283,0.835938
3339,0.470234,0.789062
3340,0.469805,0.796875
3341,0.470283,0.843750
3342,0.470283,0.781250
3343,0.470283,0.757812
3344,0.470283,0.820312
3345,0.470187,0.781250
3346,0.470238,0.867188
3347,0.469914,0.820312
3348,0.469020,0.835938
3349,0.470283,0.765625
3350,0.470283,0.843750
3351,0.470238,0.773438
3352,0.470283,0.781250
3353,0.470185,0.796875
3354,0.469148,0.859375
3355,0.470239,0.781250
3356,0.470283,0.765625
3357,0.470283,0.703125
3358,0.470283,0.851562
3359,0.467885,0.890625
3360,0.470283,0.812500
3361,0.470283,0.843750
3362,0.470283,0.867188
3363,0.470283,0.828125
3364,0.470237,0.835938
3365,0.470237,0.843750
3366,0.470236,0.828125
3367,0.469856,0.804688
3368,0.470294,0.859375
3369,0.470283,0.898438
3370,0.470283,0.851562
3371,0.470283,0.835938
3372,0.470154,0.906250
3373,0.470283,0.875000
3374,0.470195,0.882812
3375,0.467970,0.843750
3376,0.469469,0.890625
3377,0.470096,0.835938
3378,0.470133,0.867188
3379,0.469853,0.906250
3380,0.470239,0.890625
3381,0.470283,0.859375
3382,0.469078,0.843750
3383,0.469929,0.859375
3384,0.470283,0.859375
3385,0.469391,0.859375
3386,0.470283,0.781250
3387,0.470196,0.898438
3388,0.470086,0.859375
3389,0.469910,0.812500
3390,0.470238,0.859375
3391,0.468644,0.906250
3392,0.470283,0.804688
3393,0.470190,0.851562
3394,0.470283,0.875000
3395,0.470194,0.843750
3396,0.470237,0.843750
3397,0.470283,0.851562
3398,0.465648,0.843750
3399,0.470071,0.882812
3400,0.470282,0.867188
3401,0.470283,0.898438
3402,0.470283,0.921875
3403,0.470195,0.851562
3404,0.469597,0.906250
3405,0.470283,0.914062
3406,0.470197,0.859375
3407,0.470183,0.929688
3408,0.469096,0.921875
3409,0.470197,0.882812
3410,0.468029,0.875000
3411,0.470195,0.890625
3412,0.470197,0.906250
3413,0.470283,0.890625
3414,0.470240,0.921875
3415,0.469916,0.937500
3416,0.469245,0.906250
3417,0.468180,0.882812
3418,0.470283,0.929688
3419,0.469627,0.882812
3420,0.470117,0.937500
3421,0.470196,0.867188
3422,0.470283,0.937500
3423,0.468497,0.890625
3424,0.470283,0.890625
3425,0.470283,0.882812
3426,0.470196,0.898438
3427,0.469950,0.851562
3428,0.470194,0.875000
3429,0.470195,0.898438
3430,0.470283,0.898438
3431,0.470283,0.789062
3432,0.469269,0.851562
3433,0.470283,0.875000
3434,0.470283,0.820312
3435,0.468747,0.828125
3436,0.470283,0.773438
3437,0.470283,0.750000
3438,0.470283,0.796875
3439,0.470233,0.781250
3440,0.470283,0.742188
3441,0.470282,0.726562
3442,0.468549,0.726562
3443,0.469161,0.648438
3444,0.470283,0.617188
3445,0.467436,0.742188
3446,0.470283,0.687500
3447,0.470230,0.734375
3448,0.470283,0.742188
3449,0.466615,0.632812
3450,0.470283,0.679688
3451,0.470283,0.625000
3452,0.467029,0.710938
3453,0.470225,0.687500
3454,0.470181,0.734375
3455,0.470423,0.750000
3456,0.470177,0.734375
3457,0.470234,0.710938
3458,0.470079,0.812500
3459,0.470186,0.812500
3460,0.470187,0.781250
3461,0.470234,0.796875
3462,0.470278,0.859375
3463,0.470185,0.765625
3464,0.470197,0.773438
3465,0.470150,0.851562
3466,0.469956,0.843750
3467,0.470283,0.890625
3468,0.470283,0.882812
3469,0.469444,0.867188
3470,0.470239,0.882812
3471,0.470283,0.835938
3472,0.469820,0.914062
3473,0.470283,0.867188
3474,0.470179,0.875000
3475,0.470065,0.882812
3476,0.470283,0.875000
3477,0.470239,0.875000
3478,0.470194,0.875000
3479,0.470240,0.906250
3480,0.470195,0.890625
3481,0.469276,0.914062
3482,0.470239,0.875000
3483,0.470200,0.906250
3484,0.469164,0.875000
3485,0.469426,0.890625
3486,0.468740,0.875000
3487,0.470282,0.906250
3488,0.469809,0.859375
3489,0.470158,0.921875
3490,0.469897,0.875000
3491,0.468657,0.906250
3492,0.470241,0.921875
3493,0.470283,0.890625
3494,0.470282,0.882812
3495,0.470283,0.914062
3496,0.469887,0.867188
3497,0.469505,0.875000
3498,0.470282,0.851562
3499,0.470159,0.890625
3500,0.470283,0.937500
3501,0.470195,0.851562
3502,0.470199,0.898438
3503,0.470239,0.914062
3504,0.470195,0.859375
3505,0.470283,0.867188
3506,0.470282,0.945312
3507,0.470240,0.898438
3508,0.470201,0.914062
3509,0.467719,0.890625
3510,0.470283,0.898438
3511,0.470283,0.898438
3512,0.469407,0.875000
3513,0.470283,0.867188
3514,0.470198,0.882812
3515,0.470205,0.960938
3516,0.470069,0.898438
3517,0.470076,0.867188
3518,0.470283,0.835938
3519,0.470197,0.882812
3520,0.470240,0.898438
3521,0.470197,0.906250
3522,0.470143,0.835938
3523,0.470159,0.921875
3524,0.470240,0.898438
3525,0.470283,0.843750
3526,0.470275,0.875000
3527,0.470148,0.843750
3528,0.470114,0.890625
3529,0.469981,0.906250
3530,0.470283,0.890625
3531,0.468852,0.914062
3532,0.470192,0.851562
3533,0.470283,0.820312
3534,0.470283,0.851562
3535,0.470283,0.875000
3536,0.470282,0.835938
3537,0.469001,0.898438
3538,0.468459,0.828125
3539,0.470283,0.820312
3540,0.470101,0.796875
3541,0.470283,0.828125
3542,0.470283,0.820312
3543,0.470283,0.781250
3544,0.469842,0.781250
3545,0.469115,0.789062
3546,0.470283,0.750000
3547,0.470185,0.804688
3548,0.470283,0.835938
3549,0.470283,0.843750
3550,0.470283,0.851562
3551,0.468107,0.828125
3552,0.470283,0.828125
3553,0.470283,0.867188
3554,0.470283,0.789062
3555,0.470196,0.867188
3556,0.470236,0.843750
3557,0.470283,0.773438
3558,0.470239,0.875000
3559,0.470283,0.859375
3560,0.470283,0.765625
3561,0.468725,0.851562
3562,0.470283,0.789062
3563,0.468245,0.812500
3564,0.470283,0.828125
3565,0.470190,0.835938
3566,0.470283,0.820312
3567,0.470196,0.867188
3568,0.470283,0.820312
3569,0.470283,0.812500
3570,0.470241,0.921875
3571,0.470283,0.851562
3572,0.470245,0.914062
3573,0.469927,0.851562
3574,0.470283,0.890625
3575,0.467750,0.882812
3576,0.470191,0.843750
3577,0.470283,0.859375
3578,0.470282,0.835938
3579,0.470283,0.875000
3580,0.470283,0.890625
3581,0.470194,0.875000
3582,0.470282,0.890625
3583,0.470283,0.867188
3584,0.468693,0.882812
3585,0.470283,0.914062
3586,0.470283,0.906250
3587,0.469130,0.867188
3588,0.470283,0.906250
3589,0.470239,0.890625
3590,0.468285,0.882812
3591,0.469968,0.875000
3592,0.470117,0.906250
3593,0.470283,0.843750
3594,0.470182,0.898438
3595,0.469185,0.890625
3596,0.470283,0.859375
3597,0.468870,0.835938
3598,0.470283,0.937500
3599,0.470283,0.820312
3600,0.470282,0.843750
3601,0.470283,0.867188
3602,0.470187,0.859375
3603,0.470283,0.859375
3604,0.470023,0.820312
3605,0.470189,0.828125
3606,0.470283,0.796875
3607,0.470283,0.835938
3608,0.470237,0.843750
3609,0.470147,0.859375
3610,0.470283,0.820312
3611,0.470283,0.875000
3612,0.469953,0.835938
3613,0.470283,0.812500
3614,0.468757,0.773438
3615,0.468254,0.867188
3616,0.470283,0.835938
3617,0.468382,0.796875
3618,0.470283,0.828125
3619,0.470283,0.835938
3620,0.470098,0.828125
3621,0.470274,0.820312
3622,0.470283,0.843750
3623,0.468942,0.859375
3624,0.469959,0.851562
3625,0.470091,0.796875
3626,0.468609,0.828125
3627,0.470194,0.843750
3628,0.470242,0.851562
3629,0.469411,0.875000
3630,0.469792,0.859375
3631,0.470192,0.804688
3632,0.469168,0.835938
3633,0.470192,0.859375
3634,0.468945,0.789062
3635,0.470192,0.859375
3636,0.469836,0.828125
3637,0.470175,0.843750
3638,0.470125,0.742188
3639,0.470232,0.765625
3640,0.470283,0.710938
3641,0.468690,0.765625
3642,0.470283,0.734375
3643,0.470183,0.781250
3644,0.469685,0.757812
3645,0.470283,0.718750
3646,0.470283,0.804688
3647,0.469387,0.812500
3648,0.470174,0.718750
3649,0.470283,0.773438
3650,0.470283,0.804688
3651,0.467306,0.789062
3652,0.470283,0.765625
3653,0.470283,0.789062
3654,0.469452,0.828125
3655,0.470283,0.835938
3656,0.470186,0.804688
3657,0.470282,0.789062
3658,0.470239,0.796875
3659,0.470187,0.812500
3660,0.469777,0.804688
3661,0.470235,0.812500
3662,0.470239,0.890625
3663,0.470283,0.820312
3664,0.470283,0.796875
3665,0.470188,0.820312
3666,0.467953,0.906250
3667,0.470282,0.867188
3668,0.470283,0.796875
3669,0.470192,0.828125
3670,0.470189,0.828125
3671,0.466159,0.929688
3672,0.470282,0.890625
3673,0.470283,0.796875
3674,0.470243,0.875000
3675,0.468788,0.882812
3676,0.470283,0.882812
3677,0.468217,0.851562
3678,0.470283,0.875000
3679,0.468966,0.875000
3680,0.470282,0.828125
3681,0.469914,0.820312
3682,0.470193,0.835938
3683,0.470283,0.851562
3684,0.470189,0.828125
3685,0.469926,0.937500
3686,0.470283,0.867188
3687,0.470283,0.851562
3688,0.470237,0.835938
3689,0.470283,0.843750
3690,0.470283,0.898438
3691,0.470283,0.835938
3692,0.470238,0.859375
3693,0.470283,0.851562
3694,0.470283,0.828125
3695,0.470240,0.906250
3696,0.470195,0.859375
3697,0.470142,0.835938
3698,0.470240,0.906250
3699,0.470283,0.875000
3700,0.470191,0.843750
3701,0.470282,0.890625
3702,0.470195,0.851562
3703,0.469937,0.796875
3704,0.470196,0.898438
3705,0.469076,0.875000
3706,0.469994,0.859375
3707,0.470199,0.890625
3708,0.470239,0.882812
3709,0.470239,0.882812
3710,0.468151,0.851562
3711,0.470201,0.914062
3712,0.470283,0.875000
3713,0.470283,0.898438
3714,0.469920,0.835938
3715,0.469947,0.843750
3716,0.470193,0.867188
3717,0.470101,0.843750
3718,0.470282,0.906250
3719,0.469396,0.820312
3720,0.470195,0.882812
3721,0.470283,0.843750
3722,0.470239,0.890625
3723,0.470283,0.875000
3724,0.470283,0.773438
3725,0.470237,0.851562
3726,0.470239,0.898438
3727,0.469959,0.851562
3728,0.470283,0.882812
3729,0.469983,0.921875
3730,0.470185,0.796875
3731,0.470283,0.843750
3732,0.470140,0.804688
3733,0.470283,0.875000
3734,0.470283,0.867188
3735,0.470283,0.882812
3736,0.470283,0.851562
3737,0.470283,0.851562
3738,0.470238,0.859375
3739,0.470283,0.867188
3740,0.468649,0.851562
3741,0.470283,0.804688
3742,0.470282,0.851562
3743,0.470283,0.875000
3744,0.470283,0.851562
3745,0.469917,0.828125
3746,0.470192,0.851562
3747,0.470283,0.867188
3748,0.470108,0.859375
3749,0.470192,0.859375
3750,0.470193,0.835938
3751,0.470283,0.828125
3752,0.467624,0.835938
3753,0.470283,0.867188
3754,0.470243,0.867188
3755,0.469839,0.796875
3756,0.469999,0.875000
3757,0.470206,0.867188
3758,0.470037,0.851562
3759,0.470283,0.851562
3760,0.469917,0.828125
3761,0.470283,0.812500
3762,0.470180,0.757812
3763,0.470273,0.757812
3764,0.470283,0.757812
3765,0.470283,0.750000
3766,0.468767,0.804688
3767,0.470283,0.851562
3768,0.470236,0.828125
3769,0.467759,0.843750
3770,0.470189,0.828125
3771,0.470283,0.835938
3772,0.470283,0.828125
3773,0.470275,0.843750
3774,0.470283,0.750000
3775,0.470192,0.859375
3776,0.470243,0.859375
3777,0.469847,0.875000
3778,0.470242,0.835938
3779,0.468455,0.875000
3780,0.470283,0.820312
3781,0.470283,0.867188
3782,0.468174,0.906250
3783,0.470283,0.843750
3784,0.470283,0.890625
3785,0.470275,0.859375
3786,0.467763,0.859375
3787,0.470283,0.835938
3788,0.470237,0.843750
3789,0.468798,0.843750
3790,0.470191,0.843750
3791,0.470283,0.835938
3792,0.470191,0.843750
3793,0.469108,0.898438
3794,0.470055,0.812500
3795,0.470283,0.859375
3796,0.470239,0.875000
3797,0.470283,0.929688
3798,0.470237,0.867188
3799,0.470152,0.890625
3800,0.469887,0.867188
3801,0.469644,0.906250
3802,0.470240,0.906250
3803,0.470283,0.843750
3804,0.470190,0.835938
3805,0.470195,0.851562
3806,0.470283,0.882812
3807,0.470275,0.890625
3808,0.470283,0.820312
3809,0.470283,0.812500
3810,0.469875,0.843750
3811,0.470283,0.828125
3812,0.470152,0.875000
3813,0.470237,0.835938
3814,0.470283,0.781250
3815,0.468917,0.843750
3816,0.470163,0.882812
3817,0.470283,0.843750
3818,0.470283,0.820312
3819,0.470207,0.898438
3820,0.470283,0.875000
3821,0.470084,0.898438
3822,0.468868,0.843750
3823,0.467917,0.851562
3824,0.470283,0.929688
3825,0.470241,0.828125
3826,0.470283,0.796875
3827,0.468896,0.851562
3828,0.469175,0.789062
3829,0.470282,0.773438
3830,0.470283,0.765625
3831,0.467414,0.773438
3832,0.469824,0.750000
3833,0.470283,0.750000
3834,0.470283,0.703125
3835,0.470283,0.703125
3836,0.469810,0.726562
3837,0.470283,0.820312
3838,0.470283,0.742188
3839,0.470283,0.726562
3840,0.470283,0.726562
3841,0.470117,0.703125
3842,0.470187,0.781250
3843,0.470283,0.757812
3844,0.470283,0.710938
3845,0.470283,0.773438
3846,0.470283,0.757812
3847,0.470283,0.664062
3848,0.470283,0.757812
3849,0.468492,0.789062
3850,0.470283,0.820312
3851,0.470283,0.765625
3852,0.470283,0.820312
3853,0.469411,0.796875
3854,0.470283,0.757812
3855,0.470283,0.750000
3856,0.467852,0.796875
3857,0.470283,0.804688
3858,0.470238,0.875000
3859,0.470235,0.812500
3860,0.470283,0.812500
3861,0.470179,0.750000
3862,0.470188,0.789062
3863,0.470283,0.875000
3864,0.470283,0.820312
3865,0.470283,0.898438
3866,0.470283,0.875000
3867,0.469485,0.859375
3868,0.470192,0.859375
3869,0.470199,0.890625
3870,0.469867,0.906250
3871,0.470192,0.828125
3872,0.470283,0.859375
3873,0.470283,0.835938
3874,0.470194,0.875000
3875,0.470239,0.875000
3876,0.470283,0.875000
3877,0.470237,0.843750
3878,0.470283,0.812500
3879,0.470283,0.898438
3880,0.469950,0.828125
3881,0.470237,0.851562
3882,0.469210,0.804688
3883,0.470283,0.835938
3884,0.470283,0.828125
3885,0.470195,0.859375
3886,0.470283,0.843750
3887,0.470283,0.835938
3888,0.469940,0.804688
3889,0.470283,0.843750
3890,0.470283,0.773438
3891,0.470194,0.875000
3892,0.470283,0.765625
3893,0.470283,0.796875
3894,0.470283,0.804688
3895,0.468923,0.773438
3896,0.470283,0.796875
3897,0.470283,0.828125
3898,0.470188,0.773438
3899,0.470283,0.757812
3900,0.469797,0.773438
3901,0.467748,0.773438
3902,0.470283,0.804688
3903,0.470283,0.718750
3904,0.470283,0.796875
3905,0.470283,0.734375
3906,0.470283,0.718750
3907,0.470283,0.734375
3908,0.468175,0.765625
3909,0.470283,0.726562
3910,0.470283,0.671875
3911,0.470233,0.781250
3912,0.468735,0.765625
3913,0.470283,0.664062
3914,0.470283,0.718750
3915,0.470229,0.718750
3916,0.470283,0.695312
3917,0.470283,0.656250
3918,0.467851,0.804688
3919,0.470227,0.625000
3920,0.470283,0.781250
3921,0.469385,0.656250
3922,0.470168,0.679688
3923,0.470283,0.640625
3924,0.470283,0.656250
3925,0.470283,0.648438
3926,0.470226,0.687500
3927,0.470230,0.734375
3928,0.470171,0.695312
3929,0.469749,0.718750
3930,0.470117,0.703125
3931,0.470283,0.726562
3932,0.470283,0.726562
3933,0.470163,0.648438
3934,0.470283,0.648438
3935,0.470283,0.601562
3936,0.470283,0.671875
3937,0.470283,0.703125
3938,0.469711,0.710938
3939,0.470283,0.750000
3940,0.470283,0.718750
3941,0.470283,0.765625
3942,0.470226,0.687500
3943,0.470283,0.789062
3944,0.469261,0.789062
3945,0.470178,0.718750
3946,0.470283,0.773438
3947,0.470283,0.757812
3948,0.470283,0.773438
3949,0.470231,0.742188
3950,0.470229,0.734375
3951,0.470184,0.789062
3952,0.470167,0.734375
3953,0.468046,0.718750
3954,0.470283,0.789062
3955,0.470283,0.796875
3956,0.470283,0.796875
3957,0.469114,0.750000
3958,0.468412,0.796875
3959,0.470283,0.867188
3960,0.470189,0.828125
3961,0.470282,0.812500
3962,0.470192,0.835938
3963,0.470282,0.859375
3964,0.470283,0.882812
3965,0.470283,0.890625
3966,0.470186,0.835938
3967,0.470283,0.867188
3968,0.470283,0.890625
3969,0.470239,0.882812
3970,0.470194,0.875000
3971,0.470283,0.945312
3972,0.470283,0.914062
3973,0.470244,0.898438
3974,0.470282,0.875000
3975,0.470283,0.875000
3976,0.470283,0.867188
3977,0.470198,0.914062
3978,0.469098,0.890625
3979,0.469525,0.898438
3980,0.470283,0.875000
3981,0.470238,0.867188
3982,0.470197,0.906250
3983,0.470283,0.898438
3984,0.470283,0.867188
3985,0.470283,0.867188
3986,0.470283,0.890625
3987,0.469841,0.882812
3988,0.470283,0.929688
3989,0.470194,0.859375
3990,0.470198,0.914062
3991,0.468745,0.867188
3992,0.470238,0.875000
3993,0.470283,0.890625
3994,0.470242,0.937500
3995,0.468860,0.859375
3996,0.470282,0.851562
3997,0.470283,0.937500
3998,0.470283,0.914062
3999,0.470283,0.820312
4000,0.470283,0.859375
4001,0.470283,0.898438
4002,0.468635,0.914062
4003,0.470283,0.914062
4004,0.470372,0.906250
4005,0.470239,0.890625
4006,0.470283,0.921875
4007,0.470283,0.921875
4008,0.470245,0.914062
4009,0.470283,0.914062
4010,0.470283,0.921875
4011,0.470194,0.875000
4012,0.470283,0.914062
4013,0.470275,0.906250
4014,0.468872,0.890625
4015,0.470283,0.921875
4016,0.470283,0.906250
4017,0.470195,0.898438
4018,0.470240,0.898438
4019,0.470283,0.898438
4020,0.470323,0.929688
4021,0.470283,0.906250
4022,0.470240,0.898438
4023,0.469950,0.914062
4024,0.470282,0.945312
4025,0.470283,0.929688
4026,0.469087,0.921875
4027,0.470240,0.898438
4028,0.470283,0.875000
4029,0.470199,0.929688
4030,0.470241,0.921875
4031,0.470283,0.882812
4032,0.470244,0.890625
4033,0.467922,0.937500
4034,0.470283,0.890625
4035,0.469108,0.898438
4036,0.469568,0.882812
4037,0.470283,0.929688
4038,0.469489,0.914062
4039,0.470283,0.835938
4040,0.470239,0.890625
4041,0.470282,0.843750
4042,0.470283,0.898438
4043,0.470283,0.906250
4044,0.470283,0.914062
4045,0.470283,0.859375
4046,0.470194,0.875000
4047,0.470111,0.898438
4048,0.470195,0.859375
4049,0.470238,0.882812
4050,0.470283,0.890625
4051,0.470283,0.828125
4052,0.470283,0.914062
4053,0.470283,0.890625
4054,0.470283,0.890625
4055,0.470252,0.875000
4056,0.470283,0.843750
4057,0.470283,0.898438
4058,0.470192,0.859375
4059,0.469090,0.906250
4060,0.470283,0.851562
4061,0.469952,0.914062
4062,0.468693,0.835938
4063,0.468704,0.828125
4064,0.469943,0.890625
4065,0.470283,0.875000
4066,0.468557,0.867188
4067,0.470283,0.804688
4068,0.470283,0.843750
4069,0.470283,0.789062
4070,0.470190,0.835938
4071,0.470182,0.773438
4072,0.470283,0.757812
4073,0.470227,0.695312
4074,0.470283,0.757812
4075,0.470132,0.773438
4076,0.470283,0.804688
4077,0.470283,0.828125
4078,0.470190,0.812500
4079,0.470283,0.734375
4080,0.470283,0.851562
4081,0.469812,0.726562
4082,0.470283,0.789062
4083,0.467234,0.750000
4084,0.470283,0.796875
4085,0.470283,0.796875
4086,0.470076,0.867188
4087,0.469864,0.820312
4088,0.469943,0.890625
4089,0.470283,0.851562
4090,0.470239,0.929688
4091,0.469441,0.906250
4092,0.470283,0.914062
4093,0.470197,0.906250
4094,0.470283,0.937500
4095,0.470243,0.960938
4096,0.470283,0.906250
4097,0.470283,0.906250
4098,0.469815,0.953125
4099,0.470201,0.953125
4100,0.470079,0.945312
4101,0.470203,0.953125
4102,0.470241,0.914062
4103,0.468427,0.945312
4104,0.470156,0.921875
4105,0.470283,0.953125
4106,0.468669,0.945312
4107,0.470167,0.976562
4108,0.469027,0.945312
4109,0.470201,0.945312
4110,0.469599,0.968750
4111,0.470283,0.976562
4112,0.470247,0.960938
4113,0.470206,0.984375
4114,0.470282,0.960938
4115,0.470283,0.960938
4116,0.470087,0.960938
4117,0.470283,0.984375
4118,0.470207,0.984375
4119,0.470283,0.984375
4120,0.470206,0.960938
4121,0.470245,0.937500
4122,0.470283,0.968750
4123,0.470204,0.929688
4124,0.470283,0.968750
4125,0.470032,0.921875
4126,0.470283,0.937500
4127,0.470283,0.976562
4128,0.470249,0.945312
4129,0.470242,0.953125
4130,0.470247,0.953125
4131,0.470204,0.953125
4132,0.469110,0.914062
4133,0.470283,0.929688
4134,0.468797,0.968750
4135,0.470283,0.953125
4136,0.470283,0.906250
4137,0.469064,0.968750
4138,0.470283,0.914062
4139,0.470283,0.953125
4140,0.470283,0.937500
4141,0.469413,0.945312
4142,0.470242,0.937500
4143,0.470283,0.945312
4144,0.470152,0.898438
4145,0.470283,0.921875
4146,0.470283,0.945312
4147,0.470203,0.937500
4148,0.470283,0.914062
4149,0.469938,0.890625
4150,0.470195,0.882812
4151,0.470283,0.898438
4152,0.470244,0.882812
4153,0.470245,0.906250
4154,0.470283,0.929688
4155,0.470283,0.929688
4156,0.470211,0.921875
4157,0.470283,0.929688
4158,0.470283,0.867188
4159,0.470283,0.851562
4160,0.469950,0.828125
4161,0.470191,0.804688
4162,0.470283,0.914062
4163,0.469872,0.835938
4164,0.470283,0.867188
4165,0.470283,0.835938
4166,0.470283,0.851562
4167,0.470283,0.859375
4168,0.470283,0.867188
4169,0.470283,0.843750
4170,0.470040,0.820312
4171,0.468492,0.851562
4172,0.470283,0.820312
4173,0.470283,0.843750
4174,0.470195,0.882812
4175,0.470283,0.812500
4176,0.470190,0.835938
4177,0.470283,0.859375
4178,0.470283,0.882812
4179,0.470283,0.835938
4180,0.470195,0.882812
4181,0.470283,0.843750
4182,0.470283,0.882812
4183,0.470283,0.890625
4184,0.470283,0.835938
4185,0.470283,0.867188
4186,0.469896,0.882812
4187,0.470283,0.828125
4188,0.470238,0.867188
4189,0.467985,0.812500
4190,0.470238,0.867188
4191,0.470283,0.843750
4192,0.470283,0.859375
4193,0.470283,0.906250
4194,0.470283,0.851562
4195,0.470239,0.890625
4196,0.470283,0.882812
4197,0.470283,0.851562
4198,0.469959,0.851562
4199,0.470282,0.851562
4200,0.470239,0.882812
4201,0.470283,0.859375
4202,0.470283,0.851562
4203,0.470196,0.867188
4204,0.470195,0.890625
4205,0.467752,0.843750
4206,0.470283,0.898438
4207,0.470283,0.789062
4208,0.470239,0.890625
4209,0.470283,0.828125
4210,0.470240,0.898438
4211,0.470283,0.859375
4212,0.470283,0.867188
4213,0.470283,0.859375
4214,0.469940,0.882812
4215,0.470283,0.851562
4216,0.470283,0.867188
4217,0.470236,0.828125
4218,0.470283,0.898438
4219,0.470283,0.828125
4220,0.469287,0.867188
4221,0.470283,0.882812
4222,0.470283,0.867188
4223,0.470237,0.843750
4224,0.470198,0.882812
4225,0.470240,0.804688
4226,0.469859,0.812500
4227,0.470283,0.843750
4228,0.470283,0.789062
4229,0.470282,0.835938
4230,0.470283,0.820312
4231,0.470377,0.789062
4232,0.470283,0.750000
4233,0.469580,0.835938
4234,0.470234,0.796875
4235,0.470283,0.796875
4236,0.470278,0.781250
4237,0.470283,0.789062
4238,0.469880,0.781250
4239,0.470283,0.828125
4240,0.470283,0.750000
4241,0.469934,0.789062
4242,0.470189,0.828125
4243,0.470234,0.796875
4244,0.470283,0.804688
4245,0.470231,0.750000
4246,0.470283,0.726562
4247,0.469720,0.695312
4248,0.470283,0.710938
4249,0.470124,0.734375
4250,0.470283,0.789062
4251,0.470283,0.757812
4252,0.470283,0.773438
4253,0.470283,0.687500
4254,0.470283,0.796875
4255,0.470283,0.687500
4256,0.470236,0.726562
4257,0.470283,0.773438
4258,0.470283,0.789062
4259,0.470231,0.742188
4260,0.470283,0.773438
4261,0.470283,0.765625
4262,0.470283,0.781250
4263,0.470233,0.773438
4264,0.470283,0.773438
4265,0.470283,0.804688
4266,0.470283,0.695312
4267,0.470283,0.726562
4268,0.470283,0.750000
4269,0.470283,0.789062
4270,0.469834,0.781250
4271,0.468749,0.804688
4272,0.470181,0.765625
4273,0.470283,0.804688
4274,0.470283,0.718750
4275,0.470283,0.757812
4276,0.470283,0.718750
4277,0.470283,0.742188
4278,0.470283,0.843750
4279,0.470283,0.757812
4280,0.467206,0.750000
4281,0.469860,0.812500
4282,0.470283,0.781250
4283,0.470283,0.843750
4284,0.470283,0.835938
4285,0.470241,0.820312
4286,0.470233,0.781250
4287,0.470283,0.781250
4288,0.470229,0.742188
4289,0.470236,0.820312
4290,0.470238,0.867188
4291,0.470283,0.804688
4292,0.470283,0.796875
4293,0.470283,0.843750
4294,0.470283,0.804688
4295,0.470190,0.812500
4296,0.470283,0.812500
4297,0.470283,0.875000
4298,0.470171,0.812500
4299,0.470283,0.828125
4300,0.470283,0.929688
4301,0.470283,0.828125
4302,0.470283,0.875000
4303,0.470275,0.906250
4304,0.470283,0.835938
4305,0.470283,0.851562
4306,0.470283,0.882812
4307,0.470144,0.843750
4308,0.470275,0.859375
4309,0.469953,0.835938
4310,0.470193,0.867188
4311,0.470283,0.828125
4312,0.470283,0.851562
4313,0.470283,0.828125
4314,0.470283,0.906250
4315,0.470283,0.859375
4316,0.470283,0.851562
4317,0.470234,0.796875
4318,0.470283,0.843750
4319,0.470091,0.796875
4320,0.470283,0.781250
4321,0.468454,0.882812
4322,0.470033,0.835938
4323,0.470283,0.804688
4324,0.468643,0.804688
4325,0.470283,0.765625
4326,0.470283,0.742188
4327,0.470283,0.734375
4328,0.470283,0.734375
4329,0.467756,0.695312
4330,0.469883,0.757812
4331,0.470283,0.656250
4332,0.470283,0.593750
4333,0.470283,0.562500
4334,0.470283,0.609375
4335,0.470283,0.570312
4336,0.470283,0.578125
4337,0.470283,0.632812
4338,0.470224,0.656250
4339,0.470283,0.671875
4340,0.470226,0.687500
4341,0.470283,0.562500
4342,0.470152,0.593750
4343,0.470283,0.585938
4344,0.469399,0.664062
4345,0.470283,0.648438
4346,0.470283,0.648438
4347,0.470283,0.632812
4348,0.470283,0.578125
4349,0.470283,0.726562
4350,0.470283,0.695312
4351,0.470283,0.703125
4352,0.470232,0.757812
4353,0.470283,0.679688
4354,0.470283,0.656250
4355,0.470283,0.718750
4356,0.470186,0.773438
4357,0.470283,0.750000
4358,0.470283,0.718750
4359,0.470283,0.679688
4360,0.470283,0.789062
4361,0.470273,0.781250
4362,0.470283,0.773438
4363,0.470283,0.765625
4364,0.470283,0.789062
4365,0.470283,0.765625
4366,0.470283,0.773438
4367,0.470283,0.796875
4368,0.470240,0.812500
4369,0.469032,0.843750
4370,0.470283,0.812500
4371,0.470283,0.796875
4372,0.468490,0.773438
