smiles,cytotoxicity,S.aureus,E.Coli,B.Subtilis,E.coli,P.vulgaris,"S.aureus ATCC
25923","M.huteus NCIMB
8166","E.coli ATCC
25922","P.aeruginosa   ATCC
27853",大肠杆菌（μg/ml）,铜绿假单胞菌,普通变形杆菌,M.luteus,MRSA,E.coli(DH52),E.coli JM109,S.dysenterie,P.Aeruginosa,Paeruginosa,Pvulgaris,S.aureus(μg/mL),M.tuberculosis（μg/mL）,"E.Coli
(ug/mL)",P.aeruginosa,P vulgaris,对金黄色葡萄球菌（SA）的 MIC（μg/mL）,对枯草芽孢杆菌（BS）的 MIC（μg/mL）,对大肠杆菌（EC）的 MIC（μg/mL）,金黄色葡萄球菌 ATCC 6538,se12228,Bs6633,Bc10876,M110240,肠杆菌 ATCC 25922,KP3883,PM12453,Pa27853,S. aureus,B. subtilis,E. coli,P. aeruginosa,B. cereus,Micrococcus luteus,BC,PF,FD,Salmonella typhi,B.amyloliquefaciens,Bacillussubtilis,ccusaureus Esch,Proteusvulgaris,Cl. Sporogenes,B.S.,B.C.,P.A.,S.T.,S.P. MTCC 442,"E.Coli MTCC
443",P.A.MTCC 1688,S.pyogenes,S.aureus ATCC 29213,E. faecalis,E. faecium VRE,P. aeurigonsa,A. baumannii,K. pneumoniae ESBL,E. Coli,E. Coli ATCC 25922,K. pneumoniae BAA-1705,A. baumannii BAA-1605,P.aeruginosa ATCC 27853,S. pyogenes,K. pneumoniae,E. coli MRA11,E. coli MRC17,E. coli MRAE33,VRE,E. aerogenes,Bacillus Subtilis,E.faecalis,S.boydii,K pneumoniae,MicrococcusluteusMTCC2470.,StaphylococcusaureusMTCC96.,StaphylococcusaureusMLS-16MTCC2940.,BacillussubtilisMTCC121.,EscherichiacoliMTCC739.,PseudomonasaeruginosaMTCC2453.,KlebsiellaplanticolaMTCC530.
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=NC=C6,低毒,50,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C([N+]([O-])=O)C=C6,低毒,25,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=CC=C6,低毒,12.5,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C(F)C=C6,低毒,6.25,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C(C)C=C6,低毒,25,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C([N+]([O-])=O)C=C6,低毒,25,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=CC=C6,低毒,50,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C(F)C=C6,低毒,6.25,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C(C)C=C6,低毒,25,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(Cl)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C(C)=NC2=C1C=CC=C2)C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C(Cl)=C5)F)=C3,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=CC(C)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=CC(O)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(O)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(OC)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=CC(C(O)=O)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(C(O)=O)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC([N+]([O-])=O)=C(C)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C(C)=NC2=C1C=CC=C2)C3=CC=CC(OCC4=CN(N=N4)C5=C(C=C(C=C5)[N+]([O-])=O)C)=C3,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC(C)=C(C)C(C)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC(OC)=C(OC)C(OC)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC(Cl)=CC=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5C,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(Cl)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)Cl)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(C)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(Cl)=C5)=C3)=NC6=C(C2=O)C=CC=C6C,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(C(O)=O)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)OC)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(F)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)C(F)(F)F)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
ClC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(F)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=CC=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=C(Br)C=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC(Br)=CC=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=C(OC)C=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=C([N+]([O-])=O)C=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=C(C=C3)OC4=CN(N=N4)CC5=CC=C(C=C5)Br)=NC6=C(C2=O)C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(N3N=NC(C4=CC=CC=C4)=C3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(N3N=NC(C4=CC=CC=C4)=C3)=C2)C(/C=C/C5=CC=C(Cl)C=C5)=NC6=C1C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(N3N=NC(C4=CC=CC=C4)=C3)=C2)C(/C=C/C5=CC=C(C#N)C=C5)=NC6=C1C=CC=C6,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(N3N=NC(COC4=CC=C(C(C)(C)CC)C=C4)=C3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C1N(C2=CC=CC(N3N=NC(COC4=CC(C)=CC=C4C)=C3)=C2)C(C)=NC5=C1C=CC=C5,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
C=C1N(C2=CC(N(N=N3)C=C3COC4=CC=C(C(C)(C)CC)C=C4)=CC=C2)C(/C=C/C5=CC=C(C#N)C=C5)=NC6=CC=CC=C61,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>64,,,,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.95281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C#CC#CC#[NH4],中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.62921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4.C,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.41519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C#CC#CC#[NH4],中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.58656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C#CC#CC#[NH4],中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C([N+]([O-])=O)C=C4)N=N3)C(C=CC=C5)=C5S2)=C,高毒,50,50,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=CC=C4F)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(O)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,50,50,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,6.25,12.5,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(OC)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,25,25,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(F)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1)(F)F,中毒,12.5,25,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=NC=N5)=O)=C6)=C6S2)=C1,中毒,50,50,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=CN=C5)=O)=C6)=C6S2)=C1,中毒,12.5,25,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1=CC=NC=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,50,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1=CC=NC=N1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,50,50,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1=CC=CN=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,50,50,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([N+]([O-])=O)C=C5)=O)=C6)=C6S2)=C1,中毒,25,50,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
